"","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","%"
"7832","A Ta'ufo'ou (Tonga)","1997-1997",6,6,0,"5",1,0,0,0,0,3,3,0,50
"7833","E Ta'ufo'ou (Tonga)","2000-2000",6,5,1,"5",1,0,0,0,0,3,3,0,50
"7834","JJ Taulagi (Samoa)","2017-2019",6,3,3,"18",2,4,0,0,0,2,4,0,33.33
"7835","JM Taylor (NZ)","1937-1938",6,6,0,"24",0,6,4,0,0,4,2,0,66.66
"7836","PJ Taylor (Eng)","1955-1962",6,6,0,"0",0,0,0,0,0,1,2,3,41.66
"7837","N Tchavtchavadze (Georg)","1998-2004",6,3,3,"0",0,0,0,0,0,2,4,0,33.33
"7838","A Teggin (Eng)","1884-1887",6,6,0,"0G",1,0,0,0,0,3,1,2,66.66
"7839","JM Tennent (Scot)","1909-1910",6,6,0,"15",5,0,0,0,0,3,3,0,50
"7840","B Tepnadze (Georg)","1995-1999",6,3,3,"0",0,0,0,0,0,2,4,0,33.33
"7841","BMG Thomas (Wales)","1919-1924",6,6,0,"6",2,0,0,0,0,3,3,0,50
"7842","HW Thomas (Wales)","1936-1937",6,6,0,"0",0,0,0,0,0,2,3,1,41.66
"7843","ET Thomas-Maynard (Wales)","1904-1910",6,6,0,"0",0,0,0,0,0,5,1,0,83.33
"7844","B Thompson (USA)","2014-2015",6,5,1,"5",1,0,0,0,0,2,4,0,33.33
"7845","CE Thompson (Aust)","1922-1924",6,6,0,"0",0,0,0,0,0,2,4,0,33.33
"7846","FH Thompson (Aust)","1913-1914",6,6,0,"3",1,0,0,0,0,1,5,0,16.66
"7847","RJ Thompson (JPN)","1998-1998",6,6,0,"25",5,0,0,0,0,2,4,0,33.33
"7848","AM Thorn (Aust)","1921-1922",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7849","H Tilh (Fra)","1912-1913",6,6,0,"0",0,0,0,0,0,0,6,0,0
"7850","MM Timoteo (Samoa)","2009-2014",6,2,4,"0",0,0,0,0,0,3,3,0,50
"7851","V Titov (Ukr)","2005-2006",6,4,2,"0",0,0,0,0,0,0,6,0,0
"7852","F Toala (Samoa)","1998-2000",6,5,1,"5",1,0,0,0,0,1,5,0,16.66
"7853","EG Tobias (SA)","1981-1984",6,6,0,"22",1,3,4,0,0,6,0,0,100
"7854","AF Todd (Eng/GB)","1896-1900",6,6,0,"3",1,0,0,0,0,4,1,1,75
"7855","T Tofua (Tonga)","1924-1926",6,6,0,"0",0,0,0,0,0,3,2,1,58.33
"7856","M Toma (Tonga)","1988-1991",6,5,1,"4",1,0,0,0,0,0,6,0,0
"7857","K Tomioka (JPN)","2008-2009",6,5,1,"5",1,0,0,0,0,4,2,0,66.66
"7858","K Tonga (Tonga)","2003-2005",6,1,5,"0",0,0,0,0,0,1,5,0,16.66
"7859","M Tonga (Tonga)","2001-2003",6,4,2,"0",0,0,0,0,0,3,3,0,50
"7860","AEJ Tonkin (Aust)","1947-1950",6,6,0,"14",2,1,2,0,0,3,3,0,50
"7861","J Tormo Lopez (Spain)","1980-1987",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7862","K Toyoyama (JPN)","1976-1980",6,5,1,"0",0,0,0,0,0,0,6,0,0
"7863","JM Tracy (Ire)","2016-2017",6,1,5,"5",1,0,0,0,0,6,0,0,100
"7864","BH Travers (Eng)","1947-1949",6,6,0,"4",0,2,0,0,0,3,2,1,58.33
"7865","V Trillo Martinez (Spain)","2001-2002",6,2,4,"5",1,0,0,0,0,3,3,0,50
"7866","KC Tsimba (Zimb)","1997-1998",6,6,0,"72",4,5,14,0,0,2,4,0,33.33
"7867","E Tsuji (JPN)","1980-1982",6,4,2,"16",4,0,0,0,0,2,4,0,33.33
"7868","DM Tucker (Can)","1985-1987",6,5,1,"4",1,0,0,0,0,3,3,0,50
"7869","T Tuineau (Tonga)","1992-1993",6,6,0,"0",0,0,0,0,0,2,4,0,33.33
"7870","V Tu'ipulotu (Tonga)","1977-1979",6,6,0,"6",1,1,0,0,0,1,5,0,16.66
"7871","T Tuisamoa (USA)","2013-2014",6,2,4,"0",0,0,0,0,0,3,3,0,50
"7872","ASM Tuitavake (NZ)","2008-2008",6,5,1,"5",1,0,0,0,0,5,1,0,83.33
"7873","JL Tuivaiti (Italy)","2018-2020",6,3,3,"0",0,0,0,0,0,0,6,0,0
"7874","T Turdzeladze (Georg)","1989-1995",6,6,0,"0",0,0,0,0,0,4,2,0,66.66
"7875","BR Turnbull (Wales)","1925-1930",6,6,0,"3",1,0,0,0,0,0,6,0,0
"7876","P Turnbull (Scot)","1901-1902",6,6,0,"3",1,0,0,0,0,3,3,0,50
"7877","DP Turner (Eng)","1871-1875",6,6,0,"0G",0,0,0,0,0,3,1,2,66.66
"7878","AK Turukawa (Fiji)","2004-2007",6,0,6,"0",0,0,0,0,0,3,3,0,50
"7879","A Ueda (JPN)","1975-1979",6,5,1,"0",0,0,0,0,0,1,5,0,16.66
"7880","T Ueda (JPN)","2011-2011",6,5,1,"5",1,0,0,0,0,5,1,0,83.33
"7881","KN Uk (Korea)","2012-2017",6,6,0,"5",1,0,0,0,0,0,6,0,0
"7882","T Uluiviti (Fiji)","1926-1928",6,6,0,"0",0,0,0,0,0,2,4,0,33.33
"7883","Y Umei (JPN)","1953-1958",6,6,0,"0",0,0,0,0,0,0,6,0,0
"7884","EJ Unwin (Eng/GB)","1937-1938",6,6,0,"9",3,0,0,0,0,2,4,0,33.33
"7885","F Urroz (Chile)","2015-2019",6,1,5,"5",0,1,1,0,0,1,5,0,16.66
"7886","A Usarraga Latierro (Spain)","2016-2019",6,5,1,"0",0,0,0,0,0,1,5,0,16.66
"7887","BWF Va'aulu (Samoa)","2013-2014",6,3,3,"10",2,0,0,0,0,2,4,0,33.33
"7888","S Vaea (Tonga)","1974-1977",6,6,0,"8",2,0,0,0,0,1,5,0,16.66
"7889","RMT Vakacegu (Fiji)","2004-2008",6,1,5,"0",0,0,0,0,0,3,3,0,50
"7890","I Vaka'uta (Tonga)","1958-1963",6,6,0,"13",2,2,1,0,0,2,4,0,33.33
"7891","JJ Valentine (Aust)","2006-2009",6,0,6,"0",0,0,0,0,0,4,1,1,75
"7892","S Valewai (Fiji)","1948-1952",6,6,0,"3",1,0,0,0,0,3,3,0,50
"7893","T Vallejos Cinalli (Arg)","2011-2013",6,0,6,"0",0,0,0,0,0,3,3,0,50
"7894","PR van der Merwe (SA)","1981-1989",6,6,0,"0",0,0,0,0,0,4,2,0,66.66
"7895","R van der Ven (Neth)","1998-2000",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7896","A van Rooyen (Namib)","1991-1992",6,5,1,"5",1,0,0,0,0,6,0,0,100
"7897","EJ van Trappen (Belg)","2013-2018",6,5,1,"0",0,0,0,0,0,0,5,1,8.33
"7898","I van Zyl (SA)","2018-2018",6,2,4,"0",0,0,0,0,0,3,3,0,50
"7899","JMM Vareta (Port)","2016-2020",6,6,0,"10",2,0,0,0,0,2,4,0,33.33
"7900","T Varvier (Fra)","1906-1912",6,6,0,"0",0,0,0,0,0,0,6,0,0
"7901","E Vasiteri Narumasa (Fiji)","2016-2018",6,3,3,"5",1,0,0,0,0,4,2,0,66.66
"7902","GN Vaughan (Aust)","1958-1958",6,6,0,"0",0,0,0,0,0,1,4,1,25
"7903","VT Vea (Tonga)","2013-2013",6,4,2,"0",0,0,0,0,0,2,4,0,33.33
"7904","H Vidou (Arg)","1987-1991",6,5,1,"48",1,1,14,0,0,3,3,0,50
"7905","S Vigliano (Italy)","1937-1942",6,5,1,"30",2,6,4,0,0,4,1,1,75
"7906","JF Viljoen (SA)","1971-1972",6,6,0,"6",2,0,0,0,0,4,1,1,75
"7907","JA Virasoro (Arg)","1973-1973",6,6,0,"4",1,0,0,0,0,5,1,0,83.33
"7908","S Vuetaki (Fiji)","1982-1985",6,6,0,"0",0,0,0,0,0,4,1,1,75
"7909","F Vuna (Tonga)","1977-1981",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7910","V Vuni (Tonga)","1932-1934",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7911","AP Walker (SA)","1921-1924",6,6,0,"0",0,0,0,0,0,3,1,2,66.66
"7912","C Walt (Can)","1976-1978",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7913","GAE Walters (Namib)","2008-2010",6,2,4,"0",0,0,0,0,0,3,2,1,58.33
"7914","JAG Ward (Eng)","1913-1914",6,6,0,"0",0,0,0,0,0,6,0,0,100
"7915","CS Wardlow (Eng)","1969-1971",6,5,1,"0",0,0,0,0,0,2,3,1,41.66
"7916","PJ Warfield (Eng)","1973-1975",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7917","HV Watkins (Wales)","1904-1906",6,6,0,"3",1,0,0,0,0,5,1,0,83.33
"7918","AGM Watt (Scot)","1947-1948",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7919","PHD Wauchope (Scot)","1885-1887",6,6,0,"0G",1,0,0,0,0,5,0,1,91.66
"7920","JP Welborn (Aust)","1996-1999",6,6,0,"0",0,0,0,0,0,4,2,0,66.66
"7921","CM Wells (Eng)","1893-1897",6,6,0,"0",0,0,0,0,0,2,4,0,33.33
"7922","CA Wenglewski (USA)","2018-2019",6,4,2,"0",0,0,0,0,0,4,2,0,66.66
"7923","RE Westfield (Aust)","1928-1929",6,6,0,"0",0,0,0,0,0,3,3,0,50
"7924","M White (Ire)","1906-1907",6,6,0,"0",0,0,0,0,0,3,3,0,50
"7925","GJ Whiting (NZ)","1972-1973",6,6,0,"0",0,0,0,0,0,4,1,1,75
"7926","RM Wilkinson (Eng)","1975-1976",6,6,0,"0",0,0,0,0,0,1,5,0,16.66
"7927","D Willemse (SA)","2018-2019",6,2,4,"5",1,0,0,0,0,2,4,0,33.33
"7928","C Williams (USA)","1990-1991",6,6,0,"4",1,0,0,0,0,3,3,0,50
"7929","DB Williams (Lions/Wales)","1977-1981",6,6,0,"4",1,0,0,0,0,2,4,0,33.33
"7930","MC Williams (JPN)","2011-2011",6,3,3,"2",0,1,0,0,0,2,3,1,41.66
"7931","S Williams (Wales)","1947-1948",6,6,0,"0",0,0,0,0,0,4,2,0,66.66
"7932","T Williams (Wales)","1912-1914",6,6,0,"3",1,0,0,0,0,4,2,0,66.66
"7933","T Williams (Germ)","2019-2019",6,4,2,"0",0,0,0,0,0,0,6,0,0
"7934","O Winkels (Neth)","1998-2000",6,5,1,"5",1,0,0,0,0,1,5,0,16.66
"7935","TN Wolfe (NZ)","1961-1963",6,6,0,"0",0,0,0,0,0,5,0,1,91.66
"7936","CJ Yates (HK)","1998-1998",6,6,0,"69",0,9,17,0,0,4,2,0,66.66
"7937","W Yiend (Eng)","1889-1893",6,6,0,"0",0,0,0,0,0,5,1,0,83.33
"7938","K Yoshinaga (JPN)","1986-1990",6,6,0,"11",2,0,1,0,0,0,6,0,0
"7939","NK Young (Korea)","2015-2017",6,4,2,"0",0,0,0,0,0,0,6,0,0
"7940","NG Youngs (Eng)","1983-1984",6,6,0,"0",0,0,0,0,0,2,4,0,33.33
"7941","G Zapiain Busto (Spain)","1971-1979",6,6,0,"0",0,0,0,0,0,3,3,0,50
"7942","JP Zeiss (Arg)","2018-2018",6,0,6,"0",0,0,0,0,0,1,5,0,16.66
"7943","D Zubarev (Russ)","2006-2008",6,4,2,"0",0,0,0,0,0,1,5,0,16.66
"7944","A Abadie (Arg)","2007-2009",5,4,1,"5",1,0,0,0,0,3,2,0,60
"7945","I Abdrazakov (Kazak)","2008-2012",5,5,0,"5",1,0,0,0,0,0,5,0,0
"7946","M Abraham (Ire)","1912-1914",5,5,0,"0",0,0,0,0,0,2,3,0,40
"7947","D Akymbekov (Kazak)","2008-2012",5,3,2,"0",0,0,0,0,0,0,5,0,0
"7948","MS Ala'alatoa (Samoa)","2019-2019",5,5,0,"0",0,0,0,0,0,1,4,0,20
"7949","EP Alexander (Wales)","1885-1887",5,5,0,"0G",0,0,0,0,0,1,2,2,40
"7950","V 'Alipate (Tonga)","1967-1969",5,5,0,"0",0,0,0,0,0,2,3,0,40
"7951","M Allen (Arg)","1990-1991",5,5,0,"0",0,0,0,0,0,1,4,0,20
"7952","A Allport (Eng)","1892-1894",5,5,0,"0",0,0,0,0,0,3,2,0,60
"7953","MF Alonso (Arg)","1973-1977",5,5,0,"4",1,0,0,0,0,2,2,1,50
"7954","AM Altberg (Arg)","1972-1973",5,5,0,"4",1,0,0,0,0,4,1,0,80
"7955","I Alvarez Cienfuegos (Spain)","1975-1980",5,5,0,"3",0,0,1,0,0,1,4,0,20
"7956","W Ambaka Ndayara (Kenya)","2018-2018",5,5,0,"20",4,0,0,0,0,1,4,0,20
"7957","A Ambert (Fra)","1930-1930",5,5,0,"11",1,4,0,0,0,3,2,0,60
"7958","H Amigo (Chile)","2014-2016",5,3,2,"5",1,0,0,0,0,1,4,0,20
"7959","A Amone (Tonga)","1987-1988",5,4,1,"15",0,0,5,0,0,0,5,0,0
"7960","GE Andrews (Wales)","1926-1927",5,5,0,"9",3,0,0,0,0,1,3,1,30
"7961","ST Anga'aelangi (Tonga)","2016-2019",5,0,5,"0",0,0,0,0,0,0,5,0,0
"7962","T Anitoni (Tonga)","1995-1996",5,4,1,"5",1,0,0,0,0,3,2,0,60
"7963","R Annichini (Arg)","1983-1985",5,5,0,"32",8,0,0,0,0,5,0,0,100
"7964","JGM Antelme (SA)","1960-1961",5,5,0,"0",0,0,0,0,0,2,1,2,60
"7965","S Aoki (JPN)","1989-1993",5,5,0,"4",1,0,0,0,0,1,4,0,20
"7966","C Appiani (Italy)","1976-1978",5,4,1,"0",0,0,0,0,0,1,4,0,20
"7967","R Arcalis (Fra)","1950-1951",5,5,0,"0",0,0,0,0,0,2,2,1,50
"7968","SE Armitage (Eng)","2009-2010",5,3,2,"0",0,0,0,0,0,4,1,0,80
"7969","V Ashurka (Russ)","1993-1994",5,4,1,"0",0,0,0,0,0,4,1,0,80
"7970","RL Aston (Eng/GB)","1890-1891",5,5,0,"2",2,0,0,0,0,5,0,0,100
"7971","O Atkinson (Can)","2005-2006",5,2,3,"0",0,0,0,0,0,3,2,0,60
"7972","M Auzqui Etchepare (Spain)","2010-2011",5,4,1,"5",1,0,0,0,0,2,3,0,40
"7973","GB Avila (Port)","1973-1973",5,5,0,"0",0,0,0,0,0,3,1,1,70
"7974","I Ayarza (Chile)","2019-2019",5,5,0,"5",1,0,0,0,0,1,4,0,20
"7975","M Babillot (Fra)","2018-2018",5,2,3,"0",0,0,0,0,0,1,4,0,20
"7976","L Babrow (SA)","1937-1937",5,5,0,"9",3,0,0,0,0,4,1,0,80
"7977","E Bacchin (Italy)","2015-2015",5,1,4,"0",0,0,0,0,0,2,3,0,40
"7978","A Baddeley (HK)","2010-2015",5,2,3,"0",0,0,0,0,0,0,5,0,0
"7979","JC Bagot (Ire)","1879-1881",5,5,0,"1G",0,0,0,1,0,1,4,0,20
"7980","A Baker (Wales)","1921-1923",5,5,0,"3",1,0,0,0,0,2,3,0,40
"7981","P Bale (Fiji)","1995-1995",5,5,0,"5",1,0,0,0,0,1,4,0,20
"7982","S Baleca (Fiji)","1951-1954",5,5,0,"0",0,0,0,0,0,3,2,0,60
"7983","D Baleiwei (Fiji)","1990-1991",5,4,1,"0",0,0,0,0,0,2,3,0,40
"7984","M Balinas (Urug)","1976-1979",5,4,1,"0",0,0,0,0,0,1,3,1,30
"7985","N Ball (NZ)","1931-1936",5,5,0,"12",4,0,0,0,0,3,2,0,60
"7986","A Baratov (Kazak)","2008-2012",5,3,2,"0",0,0,0,0,0,0,5,0,0
"7987","J Barbe (Urug)","1979-1981",5,4,1,"0",0,0,0,0,0,4,1,0,80
"7988","S Bargaunas (Rom)","1971-1975",5,3,2,"0",0,0,0,0,0,3,1,1,70
"7989","JH Barnard (SA)","1965-1965",5,5,0,"0",0,0,0,0,0,1,4,0,20
"7990","JT Barnett (Aust)","1907-1909",5,5,0,"0",0,0,0,0,0,1,3,1,30
"7991","W Barratt (Zimb)","1998-1998",5,4,1,"0",0,0,0,0,0,1,4,0,20
"7992","SJ Bascunan Harbin (Chile)","2017-2017",5,2,3,"0",0,0,0,0,0,1,4,0,20
"7993","D Bateman (USA)","1982-1985",5,5,0,"0",0,0,0,0,0,1,3,1,30
"7994","M Battaglini (Italy)","1940-1953",5,5,0,"18",1,3,3,0,0,3,2,0,60
"7995","N Baudry (Fra)","1949-1949",5,5,0,"0",0,0,0,0,0,4,1,0,80
"7996","AM Bauer (Can)","1977-1979",5,5,0,"4",1,0,0,0,0,2,3,0,40
"7997","S Bazhenov (Russ)","2008-2009",5,1,4,"5",1,0,0,0,0,2,3,0,40
"7998","N Beckers (Neth)","2002-2002",5,4,1,"0",0,0,0,0,0,0,5,0,0
"7999","DSC Bell (Eng)","2005-2009",5,3,2,"0",0,0,0,0,0,3,2,0,60
"8000","A Benatti (Italy)","2001-2003",5,1,4,"5",1,0,0,0,0,1,4,0,20
"8001","T Bennetts (JPN)","2015-2016",5,3,2,"0",0,0,0,0,0,2,3,0,40
"8002","L Bernabo (Italy)","1970-1972",5,5,0,"0",0,0,0,0,0,2,2,1,50
"8003","JP Bessa (Port)","1969-1974",5,3,2,"0",0,0,0,0,0,0,4,1,10
"8004","M Besselia (Georg)","1991-1997",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8005","P Besson (Fra)","1963-1968",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8006","TS Bevan (GB/Wales)","1904-1904",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8007","RA Bidgood (Wales)","1992-1993",5,4,1,"5",1,0,0,0,0,5,0,0,100
"8008","M Bilmovich (Ukr)","2005-2006",5,4,1,"0",0,0,0,0,0,0,5,0,0
"8009","JG Bin (Korea)","2012-2016",5,4,1,"5",1,0,0,0,0,0,5,0,0
"8010","WP Black (Scot)","1948-1951",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8011","PCB Blair (Scot)","1912-1913",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8012","L Blanco Mongay (Spain)","1935-1980",5,5,0,"0",0,0,0,0,0,1,3,1,30
"8013","F Blanco Palmero (Spain)","1978-1985",5,5,0,"4",1,0,0,0,0,0,5,0,0
"8014","T Bland (HK)","1994-1998",5,2,3,"0",0,0,0,0,0,4,1,0,80
"8015","H Bloomfield (USA)","2007-2008",5,3,2,"0",0,0,0,0,0,0,5,0,0
"8016","T Bloomfield (Tonga)","1973-1986",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8017","C Boffelli (Arg)","1997-2004",5,3,2,"10",2,0,0,0,0,5,0,0,100
"8018","TA Boldor Boghita (Rom)","2018-2020",5,2,3,"5",1,0,0,0,0,1,4,0,20
"8019","R Bolton (Eng)","1933-1938",5,5,0,"6",2,0,0,0,0,3,2,0,60
"8020","GSG Bond (Aust)","2001-2001",5,2,3,"5",1,0,0,0,0,2,2,1,50
"8021","P Bondouy (Fra)","1997-2000",5,2,3,"10",2,0,0,0,0,3,2,0,60
"8022","M Bonnus (Fra)","1937-1940",5,5,0,"4",0,0,0,1,0,3,2,0,60
"8023","JL Booysen (Namib)","2003-2007",5,5,0,"0",0,0,0,0,0,1,4,0,20
"8024","GGM Borchard (Fra)","1908-1911",5,5,0,"0",0,0,0,0,0,0,5,0,0
"8025","SJ Bordaberry (Urug)","1981-1991",5,3,2,"12",3,0,0,0,0,3,2,0,60
"8026","L Bordenave (Fra)","1948-1949",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8027","RM Bordley (USA)","1976-1978",5,5,0,"0",0,0,0,0,0,1,4,0,20
"8028","K Boucaut (HK)","2017-2018",5,2,3,"0",0,0,0,0,0,3,2,0,60
"8029","D Bouet (Fra)","1989-1990",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8030","B Boyet (Fra)","2006-2008",5,3,2,"11",0,1,3,0,0,1,4,0,20
"8031","JG Braceras (Arg)","1971-1977",5,4,1,"6",2,0,0,0,0,2,3,0,40
"8032","JC Brancato (Urug)","1983-1987",5,4,1,"21",0,3,4,1,0,3,2,0,60
"8033","M Brandi (Arg)","1997-1998",5,4,1,"5",1,0,0,0,0,5,0,0,100
"8034","C Breinburg (Neth)","2002-2002",5,4,1,"5",1,0,0,0,0,0,5,0,0
"8035","BJ Brierley (Germ)","2009-2009",5,5,0,"5",1,0,0,0,0,1,4,0,20
"8036","AR Brown (Scot)","1971-1972",5,5,0,"13",0,5,1,0,0,4,1,0,80
"8037","WD Brown (Scot)","1871-1875",5,5,0,"0G",0,0,0,0,0,1,2,2,40
"8038","WS Brown (Ire)","1893-1894",5,5,0,"0",0,0,0,0,0,3,1,1,70
"8039","L Bruce-Lockhart (Scot)","1948-1953",5,5,0,"2",0,1,0,0,0,2,3,0,40
"8040","R Bruno (Arg)","2010-2012",5,3,2,"5",1,0,0,0,0,5,0,0,100
"8041","DA Buchanan (Wales)","1987-1988",5,5,0,"0",0,0,0,0,0,4,1,0,80
"8042","E Buchet (Fra)","1980-1982",5,4,1,"0",0,0,0,0,0,2,3,0,40
"8043","A Budd (Eng)","1878-1881",5,5,0,"0G",1,0,0,0,0,3,0,2,80
"8044","GM Budge (Lions/Scot)","1950-1950",5,5,0,"3",1,0,0,0,0,2,3,0,40
"8045","AJ Bulloch (Scot)","2000-2001",5,4,1,"5",1,0,0,0,0,2,3,0,40
"8046","GAH Bullock-Douglas (NZ)","1932-1934",5,5,0,"9",3,0,0,0,0,2,2,1,50
"8047","DH Burcher (Lions/Wales)","1977-1977",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8048","S Burgess (Eng)","2015-2015",5,2,3,"0",0,0,0,0,0,3,2,0,60
"8049","D Burleigh (Can)","2001-2001",5,2,3,"5",1,0,0,0,0,2,3,0,40
"8050","FS Burns (Eng)","2012-2014",5,4,1,"57",1,8,12,0,0,3,2,0,60
"8051","PJ Burns (NZ)","1908-1913",5,5,0,"6",2,0,0,0,0,2,2,1,50
"8052","JA Bush (Eng)","1872-1876",5,5,0,"0G",0,0,0,0,0,3,0,2,80
"8053","RM Byers (Ire)","1928-1929",5,5,0,"0",0,0,0,0,0,3,1,1,70
"8054","JEB Callard (Eng)","1993-1995",5,5,0,"69",0,3,21,0,0,3,2,0,60
"8055","LM Cameron (NZ)","1980-1981",5,4,1,"0",0,0,0,0,0,3,2,0,60
"8056","C Campbell (USA)","1993-1994",5,5,0,"5",1,0,0,0,0,1,4,0,20
"8057","JA Campbell (Scot)","1878-1881",5,5,0,"0G",0,0,0,0,0,1,1,3,50
"8058","J Candau Perez (Spain)","1990-1993",5,3,2,"0",0,0,0,0,0,2,3,0,40
"8059","MG Caputo (Aust)","1996-1997",5,5,0,"5",1,0,0,0,0,4,1,0,80
"8060","N Carbone (Arg)","1969-1973",5,5,0,"3",1,0,0,0,0,2,3,0,40
"8061","PF Cardinali (Arg)","2001-2007",5,2,3,"0",0,0,0,0,0,5,0,0,100
"8062","MLG Cardoso (Port)","2019-2019",5,1,4,"10",2,0,0,0,0,5,0,0,100
"8063","GM Carey (Eng)","1895-1896",5,5,0,"3",1,0,0,0,0,3,2,0,60
"8064","N Carr (SA)","2014-2016",5,2,3,"0",0,0,0,0,0,1,4,0,20
"8065","S Carreras (Arg)","2019-2019",5,3,2,"5",1,0,0,0,0,2,3,0,40
"8066","DB Carroll (Aust/USA)","1908-1920",5,5,0,"3",1,0,0,0,0,2,3,0,40
"8067","DG Carter (Aust)","1988-1989",5,5,0,"4",1,0,0,0,0,3,2,0,60
"8068","CMBPD Castelo Branco (Port)","2018-2020",5,4,1,"15",3,0,0,0,0,4,1,0,80
"8069","L Castiglione (Braz)","2013-2014",5,5,0,"12",0,0,4,0,0,0,5,0,0
"8070","J Castillo Quiroga (Chile)","2016-2017",5,1,4,"3",0,0,1,0,0,1,4,0,20
"8071","A Cat (Urug)","1951-1958",5,5,0,"0",0,0,0,0,0,1,4,0,20
"8072","J Caujolle (Fra)","1909-1914",5,5,0,"0",0,0,0,0,0,0,5,0,0
"8073","O Caviglia (Urug)","2001-2004",5,5,0,"10",2,0,0,0,0,3,2,0,60
"8074","A Cazenave (Fra)","1927-1928",5,5,0,"3",1,0,0,0,0,3,2,0,60
"8075","G Cecchin (Italy)","1970-1972",5,5,0,"3",0,0,0,1,0,1,3,1,30
"8076","A Ceppolino (Italy)","1999-1999",5,4,1,"5",1,0,0,0,0,2,3,0,40
"8077","A Cerioni (Arg)","1975-1979",5,5,0,"8",2,0,0,0,0,2,2,1,50
"8078","LBSM Cerquinho da Fonseca (Port)","2016-2016",5,2,3,"0",0,0,0,0,0,0,5,0,0
"8079","P Chadebech (Fra)","1982-1986",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8080","JY Chae (Korea)","2006-2010",5,5,0,"5",1,0,0,0,0,0,5,0,0
"8081","J Chambers (Ire)","1886-1887",5,5,0,"0G",0,0,0,0,0,1,4,0,20
"8082","R Chanca (Port)","1998-2002",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8083","G Checchinato (Italy)","1973-1974",5,5,0,"0",0,0,0,0,0,3,1,1,70
"8084","V Chernikh (Kazak)","2008-2012",5,5,0,"0",0,0,0,0,0,0,5,0,0
"8085","EC Cheston (Eng)","1873-1876",5,5,0,"0G",1,0,0,0,0,3,0,2,80
"8086","D Chiriac (Rom)","1999-2001",5,2,3,"0",0,0,0,0,0,2,3,0,40
"8087","YD Chun (Korea)","1984-1990",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8088","T Ciccio (Italy)","1992-1993",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8089","A Clady (Fra)","1929-1931",5,5,0,"8",2,1,0,0,0,4,1,0,80
"8090","JG Clark (Aust)","1931-1933",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8091","CP Clarke (Ire)","1993-1998",5,5,0,"3",0,0,0,1,0,2,3,0,40
"8092","JF Clarke (Samoa)","1997-1999",5,2,3,"10",2,0,0,0,0,4,1,0,80
"8093","J Clarkson (USA)","1986-1987",5,5,0,"13",1,0,3,0,0,2,2,1,50
"8094","RJ Clegg (Ire)","1973-1975",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8095","VHM Coates (Eng)","1913-1913",5,5,0,"18",6,0,0,0,0,4,1,0,80
"8096","I Cobitu (Fiji)","1947-1948",5,5,0,"0",0,0,0,0,0,3,2,0,60
"8097","J Coderc (Fra)","1932-1936",5,5,0,"6",2,0,0,0,0,5,0,0,100
"8098","L Codoi (Rom)","1980-1985",5,4,1,"0",0,0,0,0,0,2,2,1,50
"8099","L Cognet (Fra)","1932-1937",5,5,0,"0",0,0,0,0,0,5,0,0,100
"8100","WE Collins (Eng)","1874-1876",5,5,0,"0G",1,0,0,0,0,4,0,1,90
"8101","S Coltman (Scot)","1948-1949",5,5,0,"0",0,0,0,0,0,2,3,0,40
"8102","I Comas (Arg)","1951-1960",5,5,0,"3",1,0,0,0,0,4,1,0,80
"8103","IR Comrie-Thomson (Aust)","1926-1928",5,5,0,"0",0,0,0,0,0,1,4,0,20
"8104","MA Comuzzi (Arg)","2008-2011",5,4,1,"0",0,0,0,0,0,3,2,0,60
"8105","JJ Conilh de Beyssac (Fra)","1912-1914",5,5,0,"0",0,0,0,0,0,0,5,0,0
"8106","F Coppo (Italy)","1993-1993",5,4,1,"5",1,0,0,0,0,4,1,0,80
"8107","B Corradi (Belg)","2017-2019",5,3,2,"0",0,0,0,0,0,1,4,0,20
"8108","J Cortazar Cano (Spain)","1954-1972",5,5,0,"0",0,0,0,0,0,2,2,1,50
"8109","RG Cortes (Arg)","2011-2018",5,2,3,"0",0,0,0,0,0,4,1,0,80
"8110","GS Cottington (Scot)","1934-1936",5,5,0,"0",0,0,0,0,0,1,4,0,20
